MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
4.00785034,219.8447733,21105.25682,4.063089644,219.0890757,20888.57763,5.183949026,209.4425885,18788.06556,22.12769194,171.1469316,17247.64758,29.07006715,167.6561591,17280.20709,4.00785034,219.8447733,21105.25682,4.063089644,219.0890757,20888.57763,5.183949026,209.4425885,18788.06556,22.12769194,171.1469316,17247.64758,29.07006715,167.6561591,17280.20709,1.999997004,99.99994592,34.00000019,1456.453584,1344.513966,-1.23743333,-0.001388992,2.000217357,100.0005938,34.00054455,1442.145235,11106.84802,-67.99514263,-0.019027391,2.216129765,100.0791333,35.25633094,1156.456919,222704.1628,-2502.458357,-0.150407316,7.545069019,99.96187777,44.9124928,774.6640722,351988.414,9362.994367,0.351388046,9.711660774,99.9065059,45.8953982,739.4606732,352723.0877,12818.39648,0.470274561,1.999997004,2.592085028,550427566.2,2.000217357,1944.968585,2.9251E+12,2.216129765,9319375.109,1.39E+16,7.545069019,129953788.7,1.79E+17,9.711660774,148527094.4,2.02E+17,1.999997004,99.99994592,34.00000019,1456.453584,1344.513966,-1.23743333,-0.001388992,2.000217357,100.0005938,34.00054455,1442.145235,11106.84802,-67.99514263,-0.019027391,2.216129765,100.0791333,35.25633094,1156.456919,222704.1628,-2502.458357,-0.150407316,7.545069019,99.96187777,44.9124928,774.6640722,351988.414,9362.994367,0.351388046,9.711660774,99.9065059,45.8953982,739.4606732,352723.0877,12818.39648,0.470274561
4.98639207,266.2019838,25439.40668,5.050023218,265.0118199,25293.33225,6.178386065,248.5397587,23662.75386,23.12531624,183.2485205,19742.03187,30.06975503,177.079044,19286.66203,4.98639207,266.2019838,25439.40668,5.050023218,265.0118199,25293.33225,6.178386065,248.5397587,23662.75386,23.12531624,183.2485205,19742.03187,30.06975503,177.079044,19286.66203,2.997103152,376.5164619,105.1353044,376.5164619,11053.43223,0,0,3.056189134,372.6618608,108.1103198,372.6618608,11687.84125,0,0,3.785652965,337.4705622,124.4699378,337.4705622,15492.76541,0,0,7.726879273,258.9079141,124.0437473,258.9079141,15386.85124,0,0,8.856580961,248.4843569,120.668425,248.4843569,14560.86879,0,0,2.997103152,17.48079326,25625609317,3.056189134,16237.25635,2.44468E+13,3.785652965,12751767.33,1.90E+16,7.726879273,138140480.7,1.89E+17,8.856580961,164255675.6,2.20E+17,2.997103152,376.5164619,105.1353044,376.5164619,11053.43223,0,0,3.056189134,372.6618608,108.1103198,372.6618608,11687.84125,0,0,3.785652965,337.4705622,124.4699378,337.4705622,15492.76541,0,0,7.726879273,258.9079141,124.0437473,258.9079141,15386.85124,0,0,8.856580961,248.4843569,120.668425,248.4843569,14560.86879,0,0
5.985444506,232.7538441,26766.80078,6.049447402,232.1142994,26576.98285,7.178151231,223.1098461,24361.54654,24.12522834,178.3885242,19469.92486,31.0697436,173.5038924,19050.25093,5.985444506,232.7538441,26766.80078,6.049447402,232.1142994,26576.98285,7.178151231,223.1098461,24361.54654,24.12522834,178.3885242,19469.92486,31.0697436,173.5038924,19050.25093,2.988910877,88.62458301,32.04059763,1455.716789,1235.02596,-1.379909921,-0.001643641,2.993557553,88.64267157,32.04739851,1441.402194,11094.16305,-77.17120514,-0.022911299,3.213667466,89.47469656,33.24389475,1155.58751,222703.436,-3639.229419,-0.231972632,8.544230281,95.98704602,43.59179151,774.1611982,351987.7636,6516.014585,0.251951363,10.71155281,96.74109127,44.80010651,739.039658,352722.5085,10160.44256,0.381874366,2.988910877,1.725387661,366271000.7,2.993557553,1295.251001,1.94797E+12,3.213667466,6419456.183,9.6243E+15,8.544230281,114744251.5,1.60E+17,10.71155281,134661028.7,1.85E+17,2.988910877,88.62458301,32.04059763,1455.716789,1235.02596,-1.379909921,-0.001643641,2.993557553,88.64267157,32.04739851,1441.402194,11094.16305,-77.17120514,-0.022911299,3.213667466,89.47469656,33.24389475,1155.58751,222703.436,-3639.229419,-0.231972632,8.544230281,95.98704602,43.59179151,774.1611982,351987.7636,6516.014585,0.251951363,10.71155281,96.74109127,44.80010651,739.039658,352722.5085,10160.44256,0.381874366
171.6095901316682,74.01579707478406,0.3791663773645269,276.739892854458,74.02599963624652,0.6287589024950648,669.3272962396477,74.04064042725567,1.0427703235372974,1291.3516116270978,74.05895344755062,1.5784596477406012,1394.8198840898997,74.06216411620103,1.668495610959326,171.6095901316682,74.01579707478406,0.3791663773645269,276.739892854458,74.02599963624652,0.6287589024950648,669.3272962396477,74.04064042725567,1.0427703235372974,1291.3516116270978,74.05895344755062,1.5784596477406012,1394.8198840898997,74.06216411620103,1.668495610959326,171.49637899154268,74.00000000000003,1.9073486328125e-06,95.26804291051648,7.332580706405269e-12,2.4928533036508166e-28,5.179854172690561e-17,276.4322493260604,74.0,2.6973983046972182e-06,95.26804291051646,7.499885442698834e-12,1.628184417504448e-27,4.475519248024584e-16,667.9531703272049,73.99999999999983,4.672030911985737e-06,95.2680429105163,2.6233838256040965e-11,7.188594915504896e-27,4.0334643777628087e-16,1287.0559843249314,74.00000000000013,4.046097457045827e-06,95.26804291051651,1.667751423237155e-11,-2.8298086781171596e-27,-3.92000504476652e-16,1389.8963578432779,74.0000000000001,3.5683225505580347e-06,95.26804291051657,1.2805801671064475e-11,6.122076728782577e-27,1.4688888951343695e-15,171.49637899154283,1735.1021244075146,2612909550027.0635,276.4322493260605,32634.66520962299,49143942080090.58,667.9531703272063,409458.7072121545,616442072462377.8,1287.055984324934,986548.4358618596,1484684138722599.8,1389.896357843276,1065146.6509662364,1602885056987268.8,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
172.60250026369613,74.01570555192224,0.3769710541509994,277.73303286890444,74.02590602247656,0.6264974309351601,670.321765638963,74.04057979901809,1.0412171572879745,1292.3505445890876,74.0589078303241,1.5772409483452066,1395.819768836519,74.062119580282,1.6673030257570645,172.60250026369613,74.01570555192224,0.3769710541509994,277.73303286890444,74.02590602247656,0.6264974309351601,670.321765638963,74.04057979901809,1.0412171572879745,1292.3505445890876,74.0589078303241,1.5772409483452066,1395.819768836519,74.062119580282,1.6673030257570645,172.4892938007687,74.00000000000001,9.5367431640625e-07,95.26804291051648,6.431098710768742e-12,2.531284590957573e-28,1.0519419679879813e-16,277.42539696654933,74.0,2.6973983046972182e-06,95.26804291051646,7.499885442698834e-12,1.62520923238648e-27,4.467341121444604e-16,668.9476510808184,73.99999999999983,4.672030911985737e-06,95.2680429105163,2.6233838256040965e-11,7.184967537278555e-27,4.0314290842134304e-16,1288.0549208363784,74.0000000000001,3.814697265625e-06,95.26804291051651,1.4896012866446834e-11,-2.8293343503758828e-27,-4.157096301896504e-16,1390.8962429967264,74.0000000000001,3.5683225505580347e-06,95.26804291051657,1.2805801671064475e-11,6.125977309526825e-27,1.4698247735941848e-15,172.48929380076882,1725.0429371138919,2597761325465.837,277.42539696654944,32517.03118781194,48966802995367.25,668.9476510808198,408846.61341596773,615520812531707.6,1288.0549208363811,985782.5147665,1483532237827286.0,1390.8962429967246,1064380.8521826698,1601733460422570.2,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
172.95351553033368,74.01561474398535,0.3747928630073147,278.10599578623714,74.02581287086221,0.6242471064824713,670.8169243371742,74.04051930591254,1.0396674455050745,1293.2531804296905,74.05886228020968,1.5760240377485388,1396.809252539165,74.06207510779576,1.6661121351999097,172.95351553033368,74.01561474398535,0.3747928630073147,278.10599578623714,74.02581287086221,0.6242471064824713,670.8169243371742,74.04051930591254,1.0396674455050745,1293.2531804296905,74.05886228020968,1.5760240377485388,1396.809252539165,74.06207510779576,1.6661121351999097,172.840734723269,74.00000000000001,9.5367431640625e-07,95.26804291051648,7.332580706405269e-12,2.613869354445359e-28,1.0161052846492967e-16,277.79905443258855,74.0,2.6973983046972182e-06,95.26804291051646,8.134767913360665e-12,1.6164603138520676e-27,3.141882100070509e-16,669.4438446697612,73.99999999999983,4.672030911985737e-06,95.26804291051629,2.7284841053187854e-11,7.184412085712508e-27,3.8005739556715247e-16,1288.9578803041875,74.00000000000013,4.1569699702650776e-06,95.26804291051654,1.8263640984535602e-11,-2.8243034175627888e-27,-2.7943300382040104e-16,1391.8857637938904,74.0000000000001,3.814697265625e-06,95.26804291051658,1.4559018921847493e-11,6.135695714267662e-27,2.3851662018472696e-15,172.84073472326912,1715.0624087799579,2582731544603.864,277.7990544325886,32399.978845185076,48790539798416.02,669.4438446697625,408235.8876387658,614601610851728.1,1288.95788030419,985017.7244434472,1482382036375994.0,1391.8857637938886,1063616.1480102565,1600583508745932.5,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
171.4187439674609,74.0155236527568,0.3726078600338951,276.6532591571509,74.02571956680734,0.6219930820325317,669.839023721269,74.04045881480275,1.038117777532534,1293.8713584398606,74.05881678706244,1.5748086449375478,1397.7680074552645,74.0620306976308,1.664922909546476,171.4187439674609,74.0155236527568,0.3726078600338951,276.6532591571509,74.02571956680734,0.6219930820325317,669.839023721269,74.04045881480275,1.038117777532534,1293.8713584398606,74.05881678706244,1.5748086449375478,1397.7680074552645,74.0620306976308,1.664922909546476,171.3076160529767,74.00000000000001,9.5367431640625e-07,95.26804291051648,7.784020803512108e-12,2.7994061210237003e-28,1.0557382864550376e-16,276.34902485157914,74.00000000000003,1.9073486328125e-06,95.26804291051648,5.4758832351546034e-12,1.6061169289823746e-27,4.162370488609681e-16,668.4699925729396,73.99999999999982,4.76837158203125e-06,95.26804291051629,2.6995298102803332e-11,7.17566881041908e-27,3.944865647062678e-16,1289.577326465146,74.00000000000014,4.370284743266906e-06,95.26804291051654,1.974357778280356e-11,-2.8168048965772607e-27,-2.8818117081155004e-16,1392.8446640911188,74.0000000000001,3.814697265625e-06,95.26804291051658,1.4559018921847493e-11,6.15700105452161e-27,2.3934483559597047e-15,171.30761605297678,1705.0508390188888,2567654990041.6235,276.3490248515793,32282.735896336162,48613989532443.73,668.4699925729408,407625.1857554885,613682444381351.9,1289.5773264651484,984253.89454355,1481233278175573.5,1392.8446640911172,1062852.5193220251,1599435173197189.8,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
172.41095380185124,74.01543361408805,0.37044808847895183,277.6457155446697,74.02562693232619,0.6197552158091639,670.8329354118291,74.04039850349025,1.0365727083390084,1294.8701824078364,74.05877136414063,1.5735951241358634,1398.767880408584,74.06198635096077,1.6637353802379948,172.41095380185124,74.01543361408805,0.37044808847895183,277.6457155446697,74.02562693232619,0.6197552158091639,670.8329354118291,74.04039850349025,1.0365727083390084,1294.8701824078364,74.05877136414063,1.5735951241358634,1398.767880408584,74.06198635096077,1.6637353802379948,172.2998309376015,74.00000000000001,9.5367431640625e-07,95.26804291051648,7.784020803512108e-12,2.8470342344197963e-28,1.0737002471888708e-16,277.3414895347736,74.00000000000003,1.9073486328125e-06,95.26804291051648,5.4758832351546034e-12,1.607385263140551e-27,4.1656574701328964e-16,669.4639167069153,73.99999999999982,4.76837158203125e-06,95.26804291051629,2.6995298102803332e-11,7.172850759779682e-27,3.9433164073398384e-16,1290.5761543360752,74.00000000000014,4.264961199760036e-06,95.26804291051654,1.8865165213984745e-11,-2.814876292221267e-27,-2.9509564297136495e-16,1393.8445374919336,74.00000000000013,4.046097457045827e-06,95.26804291051658,1.6377219349459762e-11,6.1632605897149105e-27,2.2588588944683705e-15,172.29983093760163,1695.1550032735636,2552752757777.414,277.3414895347737,32166.335223875016,48438707604028.74,669.4639167069164,407016.3027737925,612766014803932.4,1290.576154336078,983491.2476503592,1480086297993031.8,1393.8445374919318,1062089.9862771123,1598288484104405.5,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0,1.0,74.0,0.0,74.0,0.0,0.0,0.0
100.65631523320458,336.8410079970867,60118.26164736702,173.43449800597057,321.0677396766706,60808.929707457726,512.3132694005968,323.4635136581341,60726.971688762234,4207.5496108407315,334.64076386107945,60238.734266462685,8278.650359616326,335.20326616939263,60209.39778178147,100.65631523320458,336.8410079970867,60118.26164736702,173.43449800597057,321.0677396766706,60808.929707457726,512.3132694005968,323.4635136581341,60726.971688762234,4207.5496108407315,334.64076386107945,60238.734266462685,8278.650359616326,335.20326616939263,60209.39778178147,56.408504356926485,553.9988939770416,0.7391712374712719,553.9988939770416,0.5463741183048114,0.0,0.0,91.65905113037027,553.9753179823459,3.4917484902389764,553.9753179823459,12.192307519086173,0.0,0.0,273.371023045313,553.6999104478082,12.17186037725841,553.6999104478082,148.15418504347323,0.0,0.0,2340.08703680575,553.7879644356922,10.232331586179184,553.7879644356922,104.7006096895202,0.0,0.0,4613.633271488757,553.8052100431217,9.807563182139452,553.8052100431217,96.18829557165735,0.0,0.0,56.408504356926485,0.0053626867329665175,0.000131963721462228,91.65905113037027,0.005412288661270909,0.00014298632744300427,273.371023045313,0.10401772310011057,148775663.03232303,2340.08703680575,108227.84665635416,163158999351842.03,4613.633271488757,273392.7103043823,412108313064413.4,56.40837806320003,553.9999999999999,7.62939453125e-06,553.9999999999999,5.820766091346741e-11,0.0,0.0,91.65447151434162,554.0000000000001,1.3214498959113138e-05,554.0000000000001,1.7462298274040222e-10,0.0,0.0,273.20495869736146,554.0000000000003,1.3214498959113138e-05,554.0000000000003,1.7462298274040222e-10,0.0,0.0,2339.082620458837,554.0,2.8546580404464277e-05,554.0,8.149072527885438e-10,0.0,0.0,4611.814062124378,553.9999999999992,4.7645553576647936e-05,553.9999999999992,2.270098775625229e-09,0.0,0.0
99.55232660874685,339.0223632642155,59983.31819392617,172.2501654491092,322.42003016484523,60769.06626889298,511.15338818958924,323.91452599937736,60711.939263795706,4206.772359458482,334.6929081696835,60235.85041702042,8279.300606397237,335.2296931279284,60207.90693493754,99.55232660874685,339.0223632642155,59983.31819392617,172.2501654491092,322.42003016484523,60769.06626889298,511.15338818958924,323.91452599937736,60711.939263795706,4206.772359458482,334.6929081696835,60235.85041702042,8279.300606397237,335.2296931279284,60207.90693493754,56.22941438910202,553.9989136468705,0.7325689496748822,553.9989136468705,0.5366572660277598,0.0,0.0,91.50464498962545,553.9755877174797,3.4726173998154812,553.9755877174797,12.059071605501229,0.0,0.0,273.21850763808897,553.701008797824,12.149578516803839,553.701008797824,147.61225813598142,0.0,0.0,2340.098593815077,553.7880550453634,10.230145987651756,553.7880550453634,104.65588692866731,0.0,0.0,4614.4383564943655,553.8052522562672,9.806500839819387,553.8052522562672,96.16745872137837,0.0,0.0,56.22941438910202,0.005375713442380494,0.00012962621303207382,91.50464498962545,0.005419751477104335,0.00014142875519702628,273.21850763808897,0.10365931929733783,148231133.07236937,2340.098593815077,108181.5973911107,163089281224784.06,4614.4383564943655,273333.46307143924,412019020813903.3,56.229290735255276,553.9999999999999,7.62939453125e-06,553.9999999999999,5.820766091346741e-11,0.0,0.0,91.5001230518817,554.0000000000001,1.3214498959113138e-05,554.0000000000001,1.7462298274040222e-10,0.0,0.0,273.0531434072072,554.0000000000003,1.3214498959113138e-05,554.0000000000003,1.7462298274040222e-10,0.0,0.0,2339.094601729434,554.0,2.8546580404464277e-05,554.0,8.149072527885438e-10,0.0,0.0,4612.6192239872435,553.9999999999992,4.7030746482612434e-05,553.9999999999992,2.211891114711761e-09,0.0,0.0
